City,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored.3c,Stressed.3c,Free.3c,Optimistic.3c,Peaceful.3c,Lonely.3c,Disappointed.3c,Frustrated.3c,Threatened.3c,Before covid,During covid,Bored.3e,Stressed.3e,Excited.3e,Hopeful.3e,Peaceful.3e,Lonely.3e,Vulnerable.3e,Disappointed.3e,Anxious.3e,Mask mandate.2020,Lockdown.2020,Closing Workplace/University.2020,Vaccination pass.2020,Social distancing.2020,Quarantine.2020,Mask mandate.2021,Lockdown.2021,Closing Workplace/University.2021,Vaccination pass.2021,Social distancing.2021,Quarantine.2021,Proud.4c,Optimistic.4c,Indifferent.4c,Vulnerable.4c,Disappointed.4c,Hostile.4c,Threatened.4c,Anxious.4c,Free.4c,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed.5b,Optimistic.5b,Peaceful.5b,Lonely.5b,Vulnerable.5b,Disappointed.5b,Frustrated.5b,Anxious.5b,Threatened.5b,What were the priorities in your life *before* COVID-19?.1,What were the priorities in your life *before* COVID-19?.2,What were the priorities in your life *before* COVID-19?.3,What were the priorities in your life *before* COVID-19?.4,What were the priorities in your life *before* COVID-19?.5,What were the priorities in your life *before* COVID-19?.6,What were the priorities in your life *during* COVID-19?.1,What were the priorities in your life *during* COVID-19?.2,What were the priorities in your life *during* COVID-19?.3,What were the priorities in your life *during* COVID-19?.4,What were the priorities in your life *during* COVID-19?.5,What were the priorities in your life *during* COVID-19?.6,What is your main source of income?,Bored.6b,Stressed.6b,Free.6b,Proud.6b,Optimistic.6b,Lonely.6b,Disappointed.6b,Frustrated.6b,Anxious.6b,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free.7c,Aggressive.7c,Frustrated.7c,Disappointed.7c,Vulnerable.7c,Lonely.7c,Optimistic.7c,Enthusiastic.7c,Stressed.7c,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people).1,"Going to public places (cinemas, theaters, restaurants, gym).1",Taking public transportation.1,Going to a crowded event outdoors.1,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
Milan,Study,Family,,,,,,2,Bored,,,,,,,,,Daily,Once a week,,,,,,,,,Anxious,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality,Relationships,Mental health,Physical health,Career & Finances,Family,Spirituality,Family,,,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,5,5,5,5,7,,Engineering and Technology,Female,24-30,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,Bored,,,Optimistic,Peaceful,,,,,Once a week,Monthly,Bored,,,,,Lonely,Vulnerable,,,5,4,2,5,5,4,5,4,2,5,5,4,,,Indifferent,,Disappointed,,,Anxious,,,,"Yes, in 2021",,,,,Lonely,,,Frustrated,Anxious,,Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality,Physical health,Relationships,Family,Mental health,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5,4,3,4,8,,Engineering and Technology,Female,18-20,I have always lived in Milan,White,
Milan,Both,Family,,,,,,5,Bored,,,,Peaceful,,,Frustrated,,Daily,Once a week,Bored,,,,,Lonely,,,,4,3,3,3,4,5,3,2,2,3,2,4,,,Indifferent,,,,,,Free,No,,,,,,,,,,,,,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,5,5,5,5,7,,Chemical Sciences,Male,20-24,I'm Italian,White,
Milan,Study,Family,Friends,Pets,,,,,Bored,,Free,,Peaceful,,,,,Daily,Daily,Bored,Stressed,,,,,,Disappointed,,1,1,5,5,3,4,1,1,3,5,1,4,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Career & Finances,Relationships,Family,Mental health,Physical health,Spirituality,Career & Finances,Family,Relationships,Mental health,Physical health,Spirituality,Family,Bored,,Free,,Optimistic,,,,,Yes because I dropped out university,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Engineering and Technology,Male,30-40,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,,,,,Disappointed,,Threatened,Daily,Daily,,,,,Peaceful,,,,,5,3,3,5,5,5,5,2,2,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Relationships,Career & Finances,Physical health,Mental health,Family,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Family,,,,,,Lonely,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,5,5,3,3,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,,,,,,Daily,Daily,,,,,,Lonely,,,,5,3,4,5,5,5,5,2,2,5,5,5,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Career & Finances,Relationships,Mental health,Physical health,Family,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,5,5,3,3,8,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,Pets,,,,,,Stressed,,,,,Disappointed,,,Once a week,Daily,,,,,,,Vulnerable,Disappointed,Anxious,5,5,5,4,5,5,5,4,3,3,5,4,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Physical health,Family,Relationships,Career & Finances,Mental health,Spirituality,Physical health,Family,Relationships,Career & Finances,Mental health,Spirituality,Family,,,,,,,Disappointed,Frustrated,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,4,3,4,3,5,,Engineering and Technology,Female,24-30,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Monthly,,,,Hopeful,,,,,,5,5,5,4,5,5,5,3,3,5,5,5,,,,,Disappointed,,,,,,,"Yes, in 2021",,Stressed,,,,,,,,,Mental health,Physical health,Family,Spirituality,Relationships,Career & Finances,Physical health,Mental health,Family,Spirituality,Relationships,Career & Finances,Family,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,5,4,3,4,8,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,Roommates,,,1,,,,,Peaceful,,,,,Daily,Daily,,,,,,Lonely,,,,5,3,4,5,5,2,5,3,2,5,3,3,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,,Stressed,,Proud,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,5,4,1,4,6,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,,,Vulnerable,,Anxious,3,4,5,4,3,4,4,3,4,3,2,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,5,3,2,4,7,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,4,,,,Optimistic,Peaceful,,,,,Daily,Daily,,,,Hopeful,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,,,,,"Yes, in 2020",,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Mental health,Career & Finances,Relationships,Family,Physical health,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,4,4,4,4,8,,Mathematical Sciences,Male,24-30,I'm Italian,Other / I prefer not to answer,
Milan,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Once a week,,,,,,Lonely,,,,4,5,5,5,4,5,4,4,5,5,4,5,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Mental health,Career & Finances,Family,Relationships,Physical health,Spirituality,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,5,4,3,4,8,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,5,,,,Optimistic,Peaceful,,,,,Once a week,Daily,,,,,,Lonely,,Disappointed,,4,4,4,4,4,5,4,2,2,4,4,3,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Relationships,Family,Career & Finances,Physical health,Spirituality,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Mental health,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,4,4,5,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,2,,Stressed,,,,,,,,Daily,Monthly,,,,,,Lonely,Vulnerable,,Anxious,5,5,5,4,4,4,4,4,4,4,4,4,,,,,Disappointed,Hostile,,Anxious,,No,,,,,,,,,,,,,Family,Career & Finances,Relationships,Mental health,Physical health,Spirituality,Family,Mental health,Career & Finances,Physical health,Relationships,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,3,3,6,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Monthly,Once a week,,,,,Peaceful,,,,Anxious,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family,Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,4,4,2,3,9,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,,,,,,Frustrated,,Once a week,Daily,,,,Hopeful,,,,,,3,2,5,1,3,5,3,1,3,1,5,5,Proud,,,,,,,,Free,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5,3,3,5,9,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,,,,Disappointed,,4,3,4,5,3,4,5,2,4,5,2,4,,,Indifferent,,Disappointed,Hostile,,,,,,"Yes, in 2021",,Stressed,,,,Vulnerable,,Frustrated,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,5,5,5,5,5,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,5,,,,,Peaceful,,,,,Once a week,Monthly,,,,Hopeful,Peaceful,,,Disappointed,,4,4,4,4,4,4,4,3,4,4,3,4,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Physical health,Family,Mental health,Relationships,Spirituality,Scholarship,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,2,5,4,5,2,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,Frustrated,Threatened,Daily,Daily,,,,Hopeful,,,Vulnerable,,,5,4,3,4,5,4,4,2,1,4,4,4,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,5,4,4,5,8,,Engineering and Technology,Female,20-24,I'm Italian,Other / I prefer not to answer,
Milan,Work,Family,,,,,,3,Bored,,Free,,Peaceful,,,,,Daily,Daily,Bored,,,,,,,Disappointed,,4,4,2,5,3,5,2,1,1,5,2,4,,,Indifferent,,Disappointed,,,,,,,"Yes, in 2021",,,,Peaceful,,,,Frustrated,Anxious,,Relationships,Career & Finances,Family,Physical health,Mental health,Spirituality,Relationships,Mental health,Physical health,Family,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,0,,,,,,Lonely,,,,None of the above,,4,3,1,3,5,5,4,4,9,Utilities,,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,Vulnerable,Disappointed,,Threatened,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Relationships,Family,Spirituality,Mental health,Physical health,Career & Finances,Spirituality,Relationships,Family,Physical health,Mental health,Career & Finances,Family,,Stressed,,,Optimistic,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,4,3,3,4,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,Pets,,,,,,,,,,Lonely,Disappointed,Frustrated,,Daily,Once a week,Bored,Stressed,,,,,,,Anxious,4,4,4,4,4,4,1,1,1,4,1,1,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,,,,Frustrated,Anxious,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Engineering and Technology,Female,24-30,I'm Italian,White,
Milan,Study,Family,,,,,,3,,Stressed,,,,,Disappointed,,Threatened,Daily,Once a week,,,,,,,Vulnerable,,Anxious,4,4,2,5,4,5,5,3,1,5,4,4,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,,,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,5,4,4,5,8,,Physical Sciences,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,Stressed,,,Peaceful,,,,,Once a week,Daily,,Stressed,,,Peaceful,,,,,4,4,4,1,2,5,1,1,1,1,1,1,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,5,5,3,4,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,4,Bored,Stressed,,,Peaceful,,,,,Daily,Once a week,,Stressed,,,,Lonely,,Disappointed,,4,4,4,1,3,4,3,3,3,1,2,3,Proud,,Indifferent,,,,,,Free,,,,"Yes, in 2022",,Optimistic,Peaceful,Lonely,,,,,,Family,Spirituality,Relationships,Physical health,Mental health,Career & Finances,Relationships,Spirituality,Mental health,Family,Physical health,Career & Finances,Family,Bored,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,5,5,8,,Engineering and Technology,Not-binary,20-24,I'm Italian,Other / I prefer not to answer,
Milan,Study,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Daily,Daily,,,,,,Lonely,,Disappointed,,5,2,3,5,5,5,4,2,2,5,4,4,,,,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,Family,Relationships,Physical health,Career & Finances,Mental health,Spirituality,Family,Mental health,Career & Finances,Relationships,Physical health,Spirituality,Family,,,,,,Lonely,Disappointed,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,5,4,3,5,6,,Engineering and Technology,Male,18-20,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,,,,Optimistic,Peaceful,,,,,Daily,Daily,,,Excited,,,,,,,3,3,3,5,4,3,2,2,1,5,2,2,,,,Vulnerable,Disappointed,,,Anxious,,No,,,,,,,,,,,,,Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality,Mental health,Physical health,Career & Finances,Family,Relationships,Spirituality,Family,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,5,4,4,4,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Work,Family,,,,,,5,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,3,5,5,5,3,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Relationships,Career & Finances,Mental health,Physical health,Spirituality,Family,Relationships,Career & Finances,Mental health,Physical health,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,0,Free,,,,,,,,,"Yes, I quit my job",Better Career Prospects,5,5,5,5,5,5,5,5,10,Information Technology,,Male,20-24,I'm Italian,White,
Milan,Study,Family,,Pets,,,,,,,,Optimistic,Peaceful,,,,,Daily,Daily,,,,Hopeful,Peaceful,,,,,5,5,2,5,5,4,5,3,1,5,5,3,,,,,Disappointed,,,,,,"Yes, in 2020","Yes, in 2021",,,Optimistic,Peaceful,,Vulnerable,,,,,Spirituality,Family,Relationships,Mental health,Physical health,Career & Finances,Family,Relationships,Spirituality,Mental health,Physical health,Career & Finances,Family,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,5,2,1,1,7,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,6,,Stressed,,,,,Disappointed,Frustrated,,Once a week,Monthly,,,,Hopeful,Peaceful,,,,,4,2,4,1,3,4,3,1,4,1,3,4,,,Indifferent,,,,,,Free,No,,,,,,,,,,,,,Career & Finances,Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances,Mental health,Physical health,Family,Relationships,Spirituality,Other / I prefer not to answer,,,,,,Lonely,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,5,4,4,5,3,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,1,,Stressed,,,,,Disappointed,Frustrated,,Daily,Daily,,Stressed,,,,,Vulnerable,,Anxious,4,4,1,3,2,4,1,1,1,3,1,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,,,,Proud,Optimistic,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,5,5,5,10,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Once a week,,,,,,,,,Anxious,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,5,5,3,3,8,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,Bored,Stressed,,,,,,,,5,5,5,3,5,5,5,3,3,4,5,4,,,,,,Hostile,Threatened,Anxious,,No,,,,,,,,,,,,,Family,Career & Finances,Mental health,Physical health,Relationships,Spirituality,Physical health,Family,Mental health,Career & Finances,Spirituality,Relationships,Family,Bored,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,4,1,2,4,4,2,1,7,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,4,Bored,Stressed,,,,,,Frustrated,,Daily,Once a week,Bored,,,,,,Vulnerable,,Anxious,4,4,3,3,4,4,3,1,1,3,3,2,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Family,Relationships,Physical health,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Scholarship,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,Change in personal interests,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,Friends,,,,,10,,,,,Peaceful,,Disappointed,Frustrated,,Daily,Daily,Bored,,,,,,,,,5,4,2,4,4,5,5,3,2,4,4,5,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,Lonely,,,,,,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,3,3,2,5,5,5,5,9,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,Bored,Stressed,,,,Lonely,,,,Daily,Daily,,,,,,Lonely,Vulnerable,Disappointed,,4,4,4,4,3,4,4,4,3,4,3,4,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,Family,,Stressed,,,,Lonely,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,5,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,Stressed,,,,,Disappointed,Frustrated,,Daily,Monthly,,,,,,Lonely,Vulnerable,,,3,3,4,3,4,4,3,3,3,3,3,4,,,,,Disappointed,,Threatened,Anxious,,,"Yes, in 2020",,"Yes, in 2022",,,,Lonely,Vulnerable,,,Anxious,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,5,5,4,4,4,,Engineering and Technology,Female,18-20,I have always lived in Milan,White,
Milan,Study,Family,,,,,,2,Bored,,,,Peaceful,Lonely,,,,Daily,Daily,,,Excited,,,,,Disappointed,Anxious,1,1,1,1,1,2,1,1,1,1,1,1,Proud,,Indifferent,,,,,,Free,,"Yes, in 2020",,,Stressed,,Peaceful,,,,,,,Spirituality,Career & Finances,Mental health,Family,Relationships,Physical health,Spirituality,Career & Finances,Mental health,Family,Relationships,Physical health,Job,,Stressed,Free,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,4,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,4,,,Free,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,4,4,4,4,4,4,4,4,4,4,4,4,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Family,,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,5,4,4,4,9,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Work,Family,,,,,,1,,,,,,Lonely,Disappointed,Frustrated,,Daily,Daily,,Stressed,,,,,Vulnerable,,Anxious,4,2,3,1,3,5,5,1,1,2,5,5,,,,Vulnerable,Disappointed,,,,,,"Yes, in 2020","Yes, in 2021",,,,,,,,Frustrated,,Threatened,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,Disappointed,,Lonely,,,,"Yes, I was fired",Work environment,5,3,3,4,5,5,4,4,8,Industry,,Female,30-40,I'm Italian,White,
Milan,Study,Family,,,,,,4,Bored,Stressed,,,,,,,,Daily,Daily,,Stressed,,,,Lonely,,Disappointed,,5,5,3,5,5,5,5,4,2,5,5,4,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Relationships,Physical health,Family,Mental health,Career & Finances,Spirituality,Family,,Stressed,Free,,,Lonely,,,,Yes because I changed my field of study,,,Family / Friends / Advisors influence,,Better Career Prospects,,,,,,,,,,,,,,,,,3,3,2,1,4,4,2,2,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,Optimistic,Peaceful,,,,,Daily,Once a week,,,,,Peaceful,,,,,5,5,5,5,5,5,5,1,5,5,5,1,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Relationships,Family,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family,Spirituality,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,4,5,10,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,4,,,,Optimistic,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,4,2,5,4,4,4,4,1,4,4,4,4,,,,,Disappointed,,,,,,"Yes, in 2020",,,,,Peaceful,,,,,,Threatened,Spirituality,Mental health,Relationships,Career & Finances,Physical health,Family,Spirituality,Relationships,Career & Finances,Mental health,Physical health,Family,Family,Bored,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,5,5,4,5,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,2,Bored,Stressed,,,Peaceful,,,,,Daily,Daily,,,Excited,,,,Vulnerable,,Anxious,5,5,5,5,5,5,5,1,2,5,5,3,,,,,,Hostile,,,,No,,,,,,,,,,,,,Family,Mental health,Relationships,Physical health,Spirituality,Career & Finances,Family,Physical health,Mental health,Spirituality,Relationships,Career & Finances,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,2,1,3,5,5,5,5,9,,Engineering and Technology,Female,20-24,I'm Italian,White,
